0.603159608851560	0.353621945653104	0.0424495785402055	0.000766952254044218	1.91407493288498e-06	6.26127039105029e-10	2.60902410786912e-14	0	0	0	0	0	0	0	0	0	0	0
0.128541264958964	0.496842883146269	0.336469913315160	0.0375173615617431	0.000627132475041092	1.44410759961300e-06	4.35206204407734e-10	1.66533453693773e-14	0	0	0	0	0	0	0	0	0	0
0.00573308157313029	0.135410618912424	0.506056029968399	0.319230407250134	0.0330575997311936	0.000511176273195857	1.08599000769871e-06	3.01504932131991e-10	1.06581410364015e-14	0	0	0	0	0	0	0	0	0
4.37249326835071e-05	0.00671112067372577	0.147803692688900	0.513983152946638	0.302002759441264	0.0290393980201303	0.000415337065287402	8.14023175088607e-07	2.08190131800734e-10	6.77236045021346e-15	0	0	0	0	0	0	0	0
5.24983507709807e-08	5.55170492351128e-05	0.00787872312853206	0.160855717885008	0.520559917755651	0.284881197403536	0.0254318725226536	0.000336393434769544	6.08178977512530e-07	1.43281941866746e-10	4.32986979603811e-15	0	0	0	0	0	0	0
9.55249682751010e-12	7.21208246872294e-08	7.03241583029924e-05	0.00922077114279294	0.174545766105664	0.525732462544665	0.267954078544239	0.0222044851014285	0.000271587267498430	4.52906744108361e-07	9.82852688125036e-11	2.66453525910038e-15	0	0	0	0	0	0
2.58248758640454e-16	1.42046986340027e-11	9.87655344804285e-08	8.87946208537301e-05	0.0107580051232724	0.188845501627225	0.529458119782633	0.251303242718565	0.0193273340652673	0.000218567038246409	3.36177000348492e-07	6.71969146992524e-11	1.66533453693773e-15	0	0	0	0	0
1.02554111962988e-21	4.15890065394932e-16	2.10531330860692e-11	1.34811732643858e-07	0.000111756860988398	0.0125127243916799	0.203718918214967	0.531705992021255	0.235003487392549	0.0167714013050293	0.000175336216427957	2.48718524997749e-07	4.57903714945473e-11	1.11022302462516e-15	0	0	0	0
5.93984553558438e-28	1.78926183868107e-21	6.67534406001590e-16	3.11002748342917e-11	1.83412240741805e-07	0.000140206668261243	0.0145087570906724	0.219122167319612	0.532457370956226	0.219122167319612	0.0145087570906723	0.000140206668261200	1.83412240839509e-07	3.11002334996147e-11	6.66133814775094e-16	0	0	0
4.99416939266344e-35	1.12299935851525e-27	3.11131036069262e-21	1.06788100547493e-15	4.57904555222549e-11	2.48718524921528e-07	0.000175336216427961	0.0167714013050294	0.235003487392550	0.531705992021255	0.203718918214967	0.0125127243916799	0.000111756860988410	1.34811732555029e-07	2.10531592159668e-11	4.44089209850063e-16	0	0
6.07577468850610e-43	1.02334373301061e-34	2.11606411606943e-27	5.39214339485666e-21	1.70265418445696e-15	6.71969287003136e-11	3.36177000256506e-07	0.000218567038246452	0.0193273340652673	0.251303242718565	0.529458119782633	0.188845501627225	0.0107580051232724	8.87946208537604e-05	9.87655344175664e-08	1.42047484885666e-11	2.22044604925031e-16	0
1.06701397002004e-51	1.34947153944794e-42	2.08988448010998e-34	3.97395732603761e-27	9.31383148306156e-21	2.70573157092365e-15	9.82851927773082e-11	4.52906744197823e-07	0.000271587267498356	0.0222044851014284	0.267954078544239	0.525732462544665	0.174545766105664	0.00922077114279285	7.03241583029923e-05	7.21208247567162e-08	9.55246992617731e-12	0
2.70028802233923e-61	2.56904996270989e-51	2.98721514557205e-42	4.25368761566445e-34	7.43811283683363e-27	1.60340912219151e-20	4.28546481445914e-15	1.43281946569947e-10	6.08178977498618e-07	0.000336393434769594	0.0254318725226536	0.284881197403536	0.520559917755651	0.160855717885008	0.00787872312853200	5.55170492351209e-05	5.24983507776966e-08	0
9.83428616158575e-72	7.04823669861688e-61	6.16473450738785e-51	6.59037371235812e-42	8.62882295386469e-34	1.38754679410143e-26	2.75112006891961e-20	6.76497856111808e-15	2.08190098766438e-10	8.14023175089273e-07	0.000415337065287443	0.0290393980201304	0.302002759441264	0.513983152946638	0.147803692688899	0.00671112067372581	4.37249326625810e-05	2.08721928629529e-14
5.14892976768922e-83	2.78293112783133e-71	1.83353517056136e-60	1.47433316692890e-50	1.44908684339997e-41	1.74453732711210e-33	2.57975198484997e-26	4.70461569864887e-20	1.06436476362172e-14	3.01504924573314e-10	1.08599000772957e-06	0.000511176273195898	0.0330575997311936	0.319230407250134	0.506056029968399	0.135410618912424	0.00573308121072880	3.62401442188798e-10
3.87234274494776e-95	1.57972893416695e-82	7.84873494843377e-71	4.75375090025433e-60	3.51411825780470e-50	3.17555530764021e-41	3.51521430936402e-33	4.78028558715729e-26	8.01841207755636e-20	1.66905419420822e-14	4.35206149075393e-10	1.44410759959934e-06	0.000627132475041079	0.0375173615617432	0.336469913315160	0.496842883146269	0.128540324101158	9.40857805775686e-07
4.18045613488970e-108	1.28812738448503e-94	4.83042273676561e-82	2.20614719162457e-70	1.22834975927569e-59	8.34788845155479e-50	6.93562992052680e-41	7.05937533857220e-33	8.82826649696345e-26	1.36207931875965e-19	2.60859461569614e-14	6.26127034476989e-10	1.91407493286063e-06	0.000766952254044303	0.0424495785402055	0.353621945653104	0.602784968924569	0.000374639926991494
2.08914251940107e-168	2.10527346473009e-151	2.57710989886464e-135	3.83354595555813e-120	6.93268490244337e-106	1.52497833060017e-92	4.08286955583907e-80	1.33152870258419e-68	5.29480283123623e-58	2.57047852139082e-48	1.52602556998868e-39	1.11033815700349e-31	9.93165328179233e-25	1.09688404403320e-18	1.50563562175465e-13	2.59544454691196e-09	0.0136044099989150	0.986395587405490
