8.84E-05,0.000488608,0.002402738,0.009244709,0.027834684,0.065590617,0.120977579,0.174666322,0.197412651,0.174666322,0.120977579,0.065590617,0.027834684,0.009244709,0.002402738,0.000488608,8.81E-05,2.87E-07
0.000130317,0.000662976,0.002974404,0.010629981,0.030130882,0.067741729,0.120817277,0.170952323,0.19192022,0.170952323,0.120817277,0.067741729,0.030130882,0.010629981,0.002974392,0.000662875,0.000130114,3.16E-07
0.00018134,0.00085126,0.003547138,0.011920231,0.032136881,0.069489787,0.120530825,0.167719985,0.187245104,0.167719985,0.120530825,0.069489787,0.032136881,0.011920223,0.003547089,0.000851137,0.00018116,3.61E-07
0.000239658,0.001049176,0.004109122,0.013112104,0.033891507,0.070922834,0.120172227,0.164890141,0.183226462,0.164890141,0.120172227,0.070922833,0.033891502,0.013112079,0.004109047,0.001049044,0.00023947,4.25E-07
0.000303548,0.001252326,0.004652674,0.014207002,0.035429503,0.072107299,0.11977618,0.162399679,0.179743579,0.162399679,0.11977618,0.072107296,0.03542949,0.01420696,0.00465258,0.001252184,0.000303332,5.10E-07
0.000371361,0.001456889,0.005172839,0.015209232,0.036781084,0.073093787,0.119365118,0.160197745,0.176703894,0.160197745,0.119365117,0.073093781,0.036781061,0.015209173,0.005172728,0.001456729,0.000371103,6.18E-07
0.000441583,0.001659742,0.00566663,0.016124609,0.037972181,0.07392122,0.118953537,0.15824294,0.174035114,0.15824294,0.118953534,0.073921208,0.037972146,0.016124533,0.0056665,0.001659556,0.000441275,7.50E-07
0.000512885,0.001858434,0.00613249,0.016959583,0.039024894,0.074619824,0.118550715,0.156501239,0.171679873,0.156501237,0.118550709,0.074619805,0.039024847,0.016959489,0.006132337,0.001858214,0.000512518,9.07E-07
0.000584139,0.002051111,0.006569877,0.017720711,0.039957994,0.075213292,0.118162456,0.154944418,0.169592005,0.154944415,0.118162447,0.075213264,0.039957932,0.017720598,0.006569696,0.002050851,0.000583706,1.09E-06
0.000654424,0.002236425,0.006978965,0.018414361,0.040787407,0.075720352,0.11779224,0.153548875,0.167733902,0.153548871,0.117792225,0.075720315,0.040787329,0.018414225,0.00697875,0.002236117,0.000653923,1.29E-06
0.000723013,0.002413447,0.007360417,0.019046544,0.041526656,0.07615593,0.117441974,0.152294722,0.166074593,0.152294715,0.117441954,0.076155882,0.041526561,0.01904638,0.007360163,0.002413087,0.000722441,1.52E-06
0.000789353,0.002581591,0.007715221,0.019622837,0.042187241,0.076532007,0.117112512,0.151165077,0.164588317,0.151165067,0.117112485,0.076531946,0.042187125,0.019622643,0.007714922,0.002581174,0.000788708,1.78E-06
0.000853039,0.002740539,0.008044572,0.020148363,0.042778964,0.076858267,0.116803995,0.150145523,0.163253467,0.15014551,0.116803959,0.076858191,0.042778823,0.020148132,0.008044224,0.002740062,0.000852321,2.05E-06
