0.007651655,0.010413913,0.01417335,0.019289948,0.026253645,0.035731245,0.048630272,0.066185865,0.09007905,0.122597707,0.166855642,0.22709075,0.309070813,0.420645787,0.572499475,0.779172547,1.060454872,3.638533591
0.009088449,0.012369392,0.016834758,0.022912129,0.031183437,0.0424407,0.057761849,0.078613953,0.106993694,0.14561856,0.198187054,0.269732844,0.367106759,0.499632786,0.680000886,0.92548211,1.259582382,4.321761282
0.010579269,0.014398399,0.01959624,0.026670508,0.036298597,0.049402439,0.067236785,0.091509354,0.124544352,0.169505029,0.23069657,0.313978338,0.427324936,0.581589805,0.791544498,1.077293114,1.466197359,5.030679274
0.012124113,0.016500934,0.022457794,0.030565087,0.041599124,0.056616463,0.077055082,0.104872068,0.142731024,0.194257114,0.26438419,0.359827234,0.489725344,0.666516844,0.90713031,1.234605558,1.680299805,5.765287565
0.013722984,0.018676999,0.02541942,0.034595865,0.047085018,0.064082772,0.087216738,0.118702096,0.16155371,0.219874814,0.299249915,0.407279531,0.554307984,0.754413902,1.026758324,1.397419443,1.901889719,6.525586156
0.015375879,0.020926592,0.028481119,0.038762841,0.052756279,0.071801365,0.097721754,0.132999437,0.18101241,0.246358131,0.335293743,0.45633523,0.621072854,0.84528098,1.150428538,1.565734769,2.130967101,7.311575047
0.0170828,0.023249714,0.031642891,0.043066017,0.058612906,0.079772244,0.10857013,0.147764091,0.201107124,0.273707062,0.372515676,0.50699433,0.690019957,0.939118078,1.278140952,1.739551535,2.367531951,8.123254238
0.018843747,0.025646364,0.034904736,0.047505392,0.064654901,0.087995406,0.119761865,0.162996058,0.221837851,0.30192161,0.410915713,0.559256831,0.76114929,1.035925196,1.409895568,1.918869742,2.611584268,8.960623729
0.020658718,0.028116543,0.038266653,0.052080965,0.070882263,0.096470854,0.131296961,0.178695338,0.243204592,0.331001773,0.450493854,0.613122733,0.834460855,1.135702333,1.545692384,2.103689389,2.863124054,9.82368352
0.022527716,0.030660251,0.041728642,0.056792738,0.077294992,0.105198586,0.143175416,0.194861931,0.265207348,0.360947553,0.491250099,0.668592037,0.909954651,1.23844949,1.685531401,2.294010477,3.122151308,10.71243361
0.024450738,0.033277488,0.045290705,0.061640709,0.083893087,0.114178603,0.155397231,0.211495838,0.287846117,0.391758947,0.533184448,0.725664742,0.987630679,1.344166666,1.829412619,2.489833006,3.38866603,11.626874
0.025964439,0.035337635,0.048094569,0.065456772,0.089086754,0.12124719,0.165017587,0.224589156,0.305666139,0.416012022,0.566192915,0.770589309,1.048773074,1.427381548,1.942668183,2.643973979,3.598452099,12.34667235
0.027478139,0.037397783,0.050898433,0.069272835,0.09428042,0.128315777,0.174637944,0.237682473,0.323486162,0.440265096,0.599201381,0.815513876,1.109915469,1.510596429,2.055923747,2.798114952,3.808238169,13.06647069
0.028991839,0.039457931,0.053702297,0.073088898,0.099474087,0.135384364,0.1842583,0.250775791,0.341306185,0.464518171,0.632209848,0.860438443,1.171057865,1.59381131,2.169179312,2.952255926,4.018024239,13.78626904
0.030505539,0.041518079,0.056506161,0.07690496,0.104667753,0.142452951,0.193878656,0.263869108,0.359126207,0.488771245,0.665218315,0.90536301,1.23220026,1.677026192,2.282434876,3.106396899,4.227810308,14.50606738
0.032019239,0.043578227,0.059310025,0.080721023,0.10986142,0.149521538,0.203499012,0.276962426,0.37694623,0.51302432,0.698226781,0.950287577,1.293342656,1.760241073,2.39569044,3.260537873,4.437596378,15.22586573
0.032290392,0.043947267,0.059812289,0.081404604,0.110791775,0.150787752,0.205222331,0.279307866,0.380138377,0.517368836,0.704139673,0.958335031,1.30429525,1.775147569,2.4159782,3.288149542,4.475175896,15.35480505
0.032561545,0.044316306,0.060314552,0.082088185,0.111722129,0.152053967,0.206945651,0.281653305,0.383330523,0.521713351,0.710052564,0.966382484,1.315247845,1.790054065,2.436265961,3.315761211,4.512755414,15.48374438
0.032832698,0.044685346,0.060816815,0.082771766,0.112652484,0.153320181,0.20866897,0.283998745,0.38652267,0.526057867,0.715965456,0.974429937,1.326200439,1.80496056,2.456553722,3.34337288,4.550334933,15.61268371
0.033103851,0.045054386,0.061319079,0.083455348,0.113582839,0.154586395,0.210392289,0.286344185,0.389714816,0.530402383,0.721878347,0.98247739,1.337153034,1.819867056,2.476841482,3.370984549,4.587914451,15.74162304
0.033375004,0.045423425,0.061821342,0.084138929,0.114513194,0.155852609,0.212115608,0.288689624,0.392906963,0.534746898,0.727791239,0.990524844,1.348105628,1.834773552,2.497129243,3.398596218,4.625493969,15.87056237
0.033485066,0.045573219,0.062025212,0.084416396,0.114890827,0.156366568,0.212815106,0.289641643,0.394202661,0.536510345,0.730191293,0.99379132,1.352551307,1.840824126,2.505364082,3.409803845,4.640747564,15.92289908
0.033592531,0.045719479,0.062224272,0.084687317,0.115259551,0.156868402,0.213498103,0.290571202,0.395467792,0.53823219,0.732534726,0.996980736,1.356892107,1.846731961,2.513404653,3.420747073,4.655641312,15.97400111
0.033697399,0.045862205,0.062418523,0.084951692,0.115619366,0.157358111,0.214164598,0.291478302,0.396702356,0.539912434,0.734821541,1.000093093,1.361128029,1.852497057,2.521250956,3.431425902,4.670175212,16.02386847
0.033799672,0.046001398,0.062607964,0.085209522,0.115970272,0.157835695,0.21481459,0.292362943,0.397906354,0.541551077,0.737051735,1.003128391,1.365259073,1.858119413,2.528902991,3.441840332,4.684349265,16.07250116
0.033899347,0.046137057,0.062792595,0.085460806,0.11631227,0.158301154,0.215448081,0.293225125,0.399079785,0.543148118,0.73922531,1.006086629,1.36928524,1.863599031,2.536360758,3.451990363,4.698163471,16.11989917
0.033996426,0.046269182,0.062972418,0.085705544,0.116645359,0.158754489,0.216065071,0.294064848,0.400222649,0.544703557,0.741342265,1.008967808,1.373206528,1.86893591,2.543624257,3.461875994,4.711617829,16.16606251
0.034090909,0.046397773,0.06314743,0.085943737,0.11696954,0.159195699,0.216665558,0.294882112,0.401334946,0.546217395,0.743402601,1.011771928,1.377022939,1.87413005,2.550693488,3.471497227,4.72471234,16.21099117
0.034182795,0.04652283,0.063317633,0.086175383,0.117284811,0.159624784,0.217249543,0.295676917,0.402416677,0.547689632,0.745406317,1.014498988,1.380734471,1.87918145,2.557568451,3.480854061,4.737447003,16.25468515
