0.603159609,0.353621946,0.042449579,0.000766952,1.91E-06,6.26E-10,2.61E-14,0,0,0,0,0,0,0,0,0,0,0
0.128541265,0.496842883,0.336469913,0.037517362,0.000627132,1.44E-06,4.35E-10,1.67E-14,0,0,0,0,0,0,0,0,0,0
0.005733082,0.135410619,0.50605603,0.319230407,0.0330576,0.000511176,1.09E-06,3.02E-10,1.07E-14,0,0,0,0,0,0,0,0,0
4.37E-05,0.006711121,0.147803693,0.513983153,0.302002759,0.029039398,0.000415337,8.14E-07,2.08E-10,6.77E-15,0,0,0,0,0,0,0,0
5.25E-08,5.55E-05,0.007878723,0.160855718,0.520559918,0.284881197,0.025431873,0.000336393,6.08E-07,1.43E-10,4.33E-15,0,0,0,0,0,0,0
9.55E-12,7.21E-08,7.03E-05,0.009220771,0.174545766,0.525732463,0.267954079,0.022204485,0.000271587,4.53E-07,9.83E-11,2.66E-15,0,0,0,0,0,0
2.58E-16,1.42E-11,9.88E-08,8.88E-05,0.010758005,0.188845502,0.52945812,0.251303243,0.019327334,0.000218567,3.36E-07,6.72E-11,1.67E-15,0,0,0,0,0
1.03E-21,4.16E-16,2.11E-11,1.35E-07,0.000111757,0.012512724,0.203718918,0.531705992,0.235003487,0.016771401,0.000175336,2.49E-07,4.58E-11,1.11E-15,0,0,0,0
5.94E-28,1.79E-21,6.68E-16,3.11E-11,1.83E-07,0.000140207,0.014508757,0.219122167,0.532457371,0.219122167,0.014508757,0.000140207,1.83E-07,3.11E-11,6.66E-16,0,0,0
4.99E-35,1.12E-27,3.11E-21,1.07E-15,4.58E-11,2.49E-07,0.000175336,0.016771401,0.235003487,0.531705992,0.203718918,0.012512724,0.000111757,1.35E-07,2.11E-11,4.44E-16,0,0
6.08E-43,1.02E-34,2.12E-27,5.39E-21,1.70E-15,6.72E-11,3.36E-07,0.000218567,0.019327334,0.251303243,0.52945812,0.188845502,0.010758005,8.88E-05,9.88E-08,1.42E-11,2.22E-16,0
1.07E-51,1.35E-42,2.09E-34,3.97E-27,9.31E-21,2.71E-15,9.83E-11,4.53E-07,0.000271587,0.022204485,0.267954079,0.525732463,0.174545766,0.009220771,7.03E-05,7.21E-08,9.55E-12,0
2.70E-61,2.57E-51,2.99E-42,4.25E-34,7.44E-27,1.60E-20,4.29E-15,1.43E-10,6.08E-07,0.000336393,0.025431873,0.284881197,0.520559918,0.160855718,0.007878723,5.55E-05,5.25E-08,0
9.83E-72,7.05E-61,6.16E-51,6.59E-42,8.63E-34,1.39E-26,2.75E-20,6.76E-15,2.08E-10,8.14E-07,0.000415337,0.029039398,0.302002759,0.513983153,0.147803693,0.006711121,4.37E-05,2.09E-14
5.15E-83,2.78E-71,1.83E-60,1.47E-50,1.45E-41,1.74E-33,2.58E-26,4.70E-20,1.06E-14,3.02E-10,1.09E-06,0.000511176,0.0330576,0.319230407,0.50605603,0.135410619,0.005733081,3.62E-10
3.87E-95,1.58E-82,7.85E-71,4.75E-60,3.51E-50,3.18E-41,3.52E-33,4.78E-26,8.02E-20,1.67E-14,4.35E-10,1.44E-06,0.000627132,0.037517362,0.336469913,0.496842883,0.128540324,9.41E-07
4.18E-108,1.29E-94,4.83E-82,2.21E-70,1.23E-59,8.35E-50,6.94E-41,7.06E-33,8.83E-26,1.36E-19,2.61E-14,6.26E-10,1.91E-06,0.000766952,0.042449579,0.353621946,0.602784969,0.00037464
2.09E-168,2.11E-151,2.58E-135,3.83E-120,6.93E-106,1.52E-92,4.08E-80,1.33E-68,5.29E-58,2.57E-48,1.53E-39,1.11E-31,9.93E-25,1.10E-18,1.51E-13,2.60E-09,0.01360441,0.986395587
